Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Local comercial;Chorrillos;0;1;0;4;2200;1026;600
Departamento;Pachacámac;2;0;0;68;1700;283;12
Casa comercial;Lince;0;0;0;220;45000;;
Departamento;Chorrillos;1;1;0;40;2000;360;25
Local comercial;Pachacámac;0;0;0;124;3500;1594;544
Departamento;Breña;3;1;0;90;2000;948;151
Departamento;Ate;2;1;1;90;3200;1446;236
Edificio completo;Pachacámac;0;0;0;650;30000;;
Casa en condominio;Jesús María;3;2;3;168;4500;;
Local comercial;Pachacámac;0;0;0;256;4000;4137;1010
Departamento;Ate;2;0;0;60;850;230;
Casa;San Isidro;3;3;1;360;2495;;
Departamento;Ventanilla;3;3;2;370;30000;10000;
Casa en condominio;San Isidro;2;1;0;70;900;;
Casa comercial;San Luis;0;4;0;800;14000;;1245
Departamento;Ate;2;1;0;90;1000;345;
Departamento;San Borja;4;1;0;180;6500;1300;300
Casa;Ate;5;2;3;580;4500;840;
Departamento;San Borja;4;2;2;500;30000;3200;946
Departamento;San Borja;5;3;2;350;7500;2710;
Casa;Punta Hermosa;3;0;2;408;29000;850;6000
Departamento;Chorrillos;1;1;0;62;2600;650;100
Departamento;Ate;2;1;1;75;1600;861;
Departamento;San Miguel;2;0;0;60;1450;510;
Local comercial;Pachacámac;0;0;0;648;38000;17000;3454
Departamento;Pucusana;2;0;1;65;2500;850;130
Tienda/Salón;Lince;0;0;0;85;6500;;398
Departamento;San Miguel;3;0;0;100;2200;600;
Local comercial;Chorrillos;0;20;0;716;53712;22480;3058
Departamento;Jesús María;2;1;1;75;2000;800;130
Departamento;San Borja;2;1;0;150;3000;1200;393
Departamento;Santa Rosa;2;0;0;50;1200;411;7
Casa en condominio;Ate;8;7;5;1000;18000;2150;2500
Departamento;Comas;2;0;2;110;12300;1500;200
Local comercial;Ate;0;2;0;42;1500;1300;1500
Departamento;Ate;3;1;1;76;1700;800;
Departamento;Ate;2;1;1;96;3000;1500;1500
Local comercial;Pachacámac;0;0;0;44;800;626;139
Departamento;Lurigancho;3;0;0;100;3300;730;209
Departamento;San Borja;4;1;1;298;5000;3080;580
Departamento;San Miguel;2;0;0;75;1800;400;
Departamento;Pueblo Libre;2;1;1;80;3000;1044;238
Departamento;Rímac;3;1;0;80;3500;1040;249
Departamento;Lince;2;1;2;63;2000;690;
Departamento;Chorrillos;2;1;1;90;2500;1080;187
Tienda/Salón;Ventanilla;0;0;0;219;22000;;991
Departamento;Ate;3;2;1;130;5500;2314;789
Departamento;Ate;4;2;1;103;2700;1600;134
Departamento;Comas;4;2;2;350;21000;2380;525
Casa en condominio;Ate;6;3;3;521;12000;1800;1100
Departamento;La Perla;4;2;1;186;6000;2140;450
Local comercial;La Punta;0;12;0;640;30000;14800;
Departamento;Ventanilla;3;1;0;75;1600;774;
Departamento;Ventanilla;2;1;0;57;1400;840;50
Departamento;Rímac;2;2;1;165;8500;2500;500
Departamento;Punta Hermosa;1;0;0;48;1700;490;
Departamento;Comas;3;1;2;85;4500;1200;
Departamento;Ate;3;2;1;104;3500;1389;
Local comercial;Pachacámac;0;0;0;30;700;643;94
Departamento;San Miguel;3;2;1;185;3600;1548;
Departamento;Ate;3;2;1;120;3700;1700;400
Departamento;Ate;2;1;1;66;2200;1073;
Local comercial;Pachacámac;0;0;0;155;5425;2918;
Local comercial;Pachacámac;0;0;0;330;18000;3160;449
Departamento;San Borja;4;1;4;240;9000;2500;
Departamento;San Borja;1;0;0;31;1200;400;
Departamento;Comas;3;1;1;180;37000;;
Local comercial;San Miguel;0;0;0;125;5990;2500;470
Departamento;Villa El Salvador;3;1;1;130;4000;1128;322
Departamento;San Bartolo;1;0;0;45;3000;743;57
Flat;Ate;1;1;0;48;2200;1000;200
Local comercial;Pachacámac;0;0;0;42;1800;1104;154
Tienda/Salón;Jesús María;0;1;0;46;1200;521;105
Local comercial;Pachacámac;0;0;0;50;2000;349;132
Departamento;Jesús María;2;1;1;128;2800;850;2710
Local comercial;Pachacámac;0;0;0;18;500;400;200
Departamento;Chorrillos;2;1;0;60;750;250;
Departamento;San Borja;3;1;0;86;2200;1360;176
Departamento;Santa Anita;2;1;1;69;1300;686;52
Departamento;Villa El Salvador;3;1;1;265;5900;1300;732
Local comercial;Lince;0;0;0;22;900;300;
Tienda/Salón;Pachacámac;0;0;0;239;22000;1430;1370
Tienda/Salón;Jesús María;0;1;0;140;8000;2000;873
Departamento;Jesús María;3;2;1;75;2200;750;175
Departamento;Ate;3;2;1;129;4200;1635;395
Departamento;Lince;3;1;2;98;3500;600;
Departamento;Jesús María;2;1;1;101;2500;660;
Local comercial;San Miguel;0;0;0;27;1000;410;123
Local comercial;Ate;0;2;0;44;1199;700;
Departamento;Mi Perú;3;2;1;250;2700;930;
Local comercial;Pachacámac;0;0;0;370;15000;6815;1683
Departamento;Chorrillos;3;1;1;115;4000;836;1120
Edificio completo;San Isidro;0;3;0;494;15000;;7500
Departamento;La Punta;2;1;0;60;1150;640;
Casa en condominio;Chorrillos;2;1;0;81;1000;90;252
Departamento;Chorrillos;3;2;1;120;2900;1839;355
Departamento;Comas;4;2;2;210;15000;4600;800
Local comercial;Puente Piedra;0;5;0;1400;56031;;
Departamento;Ate;2;1;1;78;2500;1100;100
Departamento;Villa El Salvador;2;0;0;54;2700;670;
Local comercial;Ate;0;4;0;350;14000;4000;1000
Local comercial;Pachacámac;0;0;0;30;1000;600;100
Tienda/Salón;Villa El Salvador;0;0;0;25;3000;200;
Departamento;Rímac;4;0;1;170;7500;2290;5039
Departamento;Pueblo Libre;4;3;1;240;7500;2700;800
Departamento;San Borja;3;0;0;170;4000;1900;235
Local comercial;San Martín de Porres;0;1;0;51;2100;1350;127
Habitación;San Borja;1;0;0;30;2000;410;30
Casa en condominio;Villa El Salvador;3;3;3;531;10000;1562;400
Departamento;Ate;4;3;2;167;3700;1900;548
Departamento;Comas;3;2;1;157;12000;3300;691
Departamento;Chorrillos;4;0;1;164;5000;2043;397
Departamento;Villa El Salvador;1;0;0;38;1200;505;55
Departamento;Jesús María;3;2;3;198;1500;1571;400
Local comercial;Pachacámac;0;0;0;88;3000;957;499
Local comercial;Pachacámac;0;0;0;35;1500;950;80
Departamento;Jesús María;3;1;1;102;2000;600;250
Local comercial;Ate;0;2;0;100;4500;900;200
Departamento;Chorrillos;2;1;1;98;2800;1800;217
Local comercial;Jesús María;0;1;0;30;850;450;
Departamento;Rímac;4;3;1;259;18000;3500;6547
Departamento;Chorrillos;3;2;1;190;4500;1850;400
Casa de villa;Santiago de Surco;1;0;0;50;620;;
Departamento;Comas;2;0;0;60;3000;550;80
Departamento;Villa El Salvador;3;1;1;110;3500;1273;207
Local comercial;La Punta;0;1;0;31;1100;515;
Departamento;Ate;4;3;2;267;9500;2529;565
Departamento;San Miguel;2;0;0;60;1500;300;25
Local comercial;Pachacámac;0;0;0;35;700;298;78
Departamento;Ate;4;2;2;114;2000;1174;130
Departamento;San Bartolo;2;0;0;62;2300;999;131
Tienda/Salón;San Miguel;0;0;0;870;15900;;700
Departamento;Comas;1;0;0;50;2500;600;150
Departamento;Comas;2;2;0;210;10500;1880;790
Tienda/Salón;San Borja;0;0;0;22;2500;;231
Departamento;Chorrillos;3;1;1;130;2600;1200;100
Departamento;Ate;3;2;0;89;2150;1200;219
Departamento;Pucusana;3;0;0;90;2700;365;10
Local comercial;San Martín de Porres;0;0;0;30;1200;750;35
Local comercial;Pachacámac;0;0;0;59;1800;930;300
Loft;Villa El Salvador;1;0;0;19;800;346;29
Casa en condominio;Jesús María;4;4;3;268;7500;650;545
Departamento;San Bartolo;3;0;0;127;3000;1350;180
Departamento;Ate;2;1;1;69;2800;1350;348
Departamento;Ate;1;2;0;58;1800;800;207
Local comercial;Ate;0;3;0;102;6000;3360;987
Local comercial;Ate;0;1;0;25;1000;794;112
Departamento;Rímac;1;1;1;95;5000;2880;351
Local comercial;San Borja;0;0;0;35;1100;774;171
Departamento;Chorrillos;3;1;0;118;4500;1488;194
Habitación;Pucusana;0;0;0;20;700;265;15
Departamento;Jesús María;3;2;2;110;2700;1300;250
Departamento;Rímac;3;2;2;180;17000;2400;800
Local comercial;Pachacámac;0;0;0;400;7000;3300;950
Tienda/Salón;Pachacámac;0;0;0;164;6000;500;40
Departamento;Comas;2;1;0;85;4000;1200;
Departamento;Jesús María;2;1;1;72;1700;800;125
Departamento;San Borja;4;2;1;195;5000;1800;350
Local comercial;Chaclacayo;0;1;0;35;2500;408;74
Departamento;Rímac;1;1;0;55;4500;2000;
Local comercial;Ate;0;0;0;53;600;1510;262
Casa en condominio;La Perla;6;10;6;1500;25000;8300;3650
Departamento;Lince;3;2;1;125;3000;1000;250
Departamento;La Perla;2;1;2;85;4250;1500;150
Departamento;San Borja;3;0;0;92;4200;720;
Local comercial;Ate;0;1;0;30;1500;1010;165
Local comercial;Pachacámac;0;0;0;29;850;530;17
Departamento;San Miguel;2;0;0;70;1750;410;64
Departamento;Punta Hermosa;3;1;0;120;5500;550;195
Departamento;Comas;3;1;1;160;7000;2258;393
Departamento;Ate;4;1;2;350;7000;1150;750
Departamento;Lince;2;1;0;43;900;220;
Departamento;San Borja;2;1;0;100;4000;350;127
Local comercial;Pachacámac;0;1;0;110;3630;1420;3500
Casa en condominio;Ate;4;4;4;350;7000;750;
Local comercial;San Borja;0;0;0;32;1100;534;
Casa;Santa Anita;3;0;0;98;2200;;18
Departamento;Pucusana;2;0;0;65;1000;420;12
Casa en condominio;Ate;5;4;5;765;13900;2500;3000
Departamento;Ate;3;1;1;90;3250;1650;180
Departamento;San Borja;2;1;0;80;3200;770;
Tienda/Salón;Callao;0;0;0;45;2500;350;
Tienda/Salón;Pachacámac;0;0;0;483;29034;5500;2229
Casa en condominio;Jesús María;4;2;4;325;8000;850;500
Edificio completo;Chorrillos;0;3;0;417;22000;;
Local comercial;Lince;0;0;0;23;900;680;56
Departamento;Santa Anita;2;0;0;52;1100;130;
Local comercial;Pachacámac;0;0;0;470;18000;6800;
Departamento;Magdalena del Mar;3;1;1;90;1200;250;
Departamento;San Borja;2;0;1;167;8000;2785;3431
Local comercial;Ate;0;1;0;25;800;630;56
Departamento;Ventanilla;2;0;1;74;1500;849;91
Departamento;Los Olivos;3;1;1;79;2400;1095;
Departamento;Lurigancho;4;0;3;300;18000;3213;
Departamento;Jesús María;2;1;1;67;1850;780;1200
Departamento;Jesús María;2;1;1;76;1600;559;135
Departamento;Rímac;2;2;1;85;3300;1948;
Casa;Lince;5;4;1;300;10000;;
Departamento;Jesús María;2;0;0;58;750;638;27
Local comercial;San Martín de Porres;0;1;0;26;500;827;53
Departamento;San Borja;1;0;0;42;1800;375;22
Tienda/Salón;Magdalena del Mar;0;0;0;70;1200;;261
Casa en condominio;Ate;3;4;1;350;8500;1172;721
Habitación;Pachacámac;1;0;0;28;950;350;
Tienda/Salón;Lurigancho;0;1;0;36;6325;128;195
Departamento;San Luis;2;1;0;55;850;550;20
Local comercial;Pachacámac;0;2;0;56;2000;1200;348
Departamento;San Borja;1;0;0;35;1200;418;25
Local comercial;San Borja;0;0;0;55;1500;1600;300
Local comercial;Lince;0;0;0;40;1300;345;
Departamento;Rímac;3;1;1;94;11000;1900;
Departamento;San Borja;4;2;0;200;6200;1335;467
Local comercial;Ate;0;1;0;30;1700;;
Departamento;Lurigancho;2;1;1;70;3400;760;130
Local comercial;Pachacámac;0;0;0;89;4000;2642;
Departamento;Comas;1;0;0;47;2500;605;86
Departamento;Rímac;4;2;1;175;11000;2800;
Departamento;La Punta;1;0;1;59;1250;545;49
Local comercial;Ate;0;1;0;20;650;438;
Local comercial;Ate;0;1;0;22;400;791;161
Local comercial;Ate;0;1;0;36;1100;1290;
Departamento;San Miguel;3;1;1;90;3000;900;
Departamento;San Borja;4;1;4;430;14000;3050;350
Departamento;Santiago de Surco;3;0;0;105;1900;677;
Departamento;Rímac;2;1;0;65;2500;620;117
Departamento;San Borja;3;0;1;73;2300;1188;131
Departamento;Pueblo Libre;4;4;3;266;18000;4000;1500
Local comercial;Ate;0;1;0;32;1000;979;195
Local comercial;San Borja;0;0;0;52;1000;400;90
Tienda/Salón;San Borja;0;0;0;32;1000;500;298
Departamento;Mi Perú;2;1;0;78;1500;802;40
Local comercial;Lima;1;0;0;21;750;;
Departamento;Los Olivos;2;1;1;76;1600;700;25
Departamento;Pueblo Libre;3;4;3;265;19000;3970;1417
Casa en condominio;Lince;2;1;0;90;600;300;
Local comercial;Pachacámac;0;0;0;68;2180;1930;
Local comercial;Ate;0;1;0;51;1700;1159;469
Local comercial;Pachacámac;0;0;0;32;600;450;
Tienda/Salón;Bellavista;0;0;0;230;4000;;376
Habitación;San Borja;1;0;0;28;1100;580;25
Local comercial;Pachacámac;0;0;0;58;1350;848;125
Departamento;San Luis;2;1;1;60;866;580;13
Local comercial;Chorrillos;0;1;0;60;4500;1700;12000
Departamento;Comas;2;1;0;81;3100;1070;298
Departamento;San Borja;1;0;0;50;2000;617;
Departamento;Villa El Salvador;2;1;0;85;3000;810;120
Departamento;Villa María del Triunfo;2;1;2;68;1600;730;80
Departamento;San Miguel;2;1;0;70;2000;660;85
Local comercial;Ate;0;0;0;27;1200;1000;1600
Departamento;Ate;3;2;1;130;3600;1597;300
Departamento;San Borja;2;0;1;70;2200;650;70
Departamento;Ate;2;1;1;52;1300;750;102
Departamento;Bellavista;2;0;0;35;850;90;
Departamento;Punta Hermosa;2;0;0;106;2700;890;155
Departamento;Santa Rosa;2;1;0;53;850;320;25
Departamento;San Miguel;2;0;0;65;2400;506;
Tienda/Salón;Ate;0;1;0;100;2000;2260;5321
Departamento;San Luis;3;1;0;60;1100;441;345
Departamento;Punta Hermosa;3;0;1;118;2100;1627;203
Departamento;Comas;4;2;1;200;13000;3100;633
Edificio completo;Pachacámac;0;10;0;843;25000;;400
Local comercial;Pueblo Libre;0;1;0;27;3600;1470;270
Casa;Ate;5;3;0;250;12000;;550
Departamento;San Isidro;2;1;0;91;1400;450;
Departamento;San Borja;4;2;2;310;12000;3800;
Departamento;Comas;2;1;0;70;3900;765;75
Departamento;Ventanilla;1;1;0;66;1000;750;20
Departamento;Chorrillos;2;1;1;90;5000;2100;210
Casa de villa;San Luis;1;0;0;25;900;;
Departamento;Rímac;3;2;1;200;8000;3300;839
Local comercial;Ate;0;4;0;350;19000;6030;3980
Departamento;Villa El Salvador;5;2;4;430;12000;4200;1800
Departamento;Ventanilla;2;1;1;65;1500;529;
Departamento;Santiago de Surco;4;3;2;205;17500;2463;859
Departamento;Jesús María;2;1;1;90;1200;1059;
Habitación;Lurín;1;0;0;29;850;364;29
Departamento;Pachacámac;1;0;0;33;850;342;21
Departamento;Punta Hermosa;3;3;0;150;3700;900;350
Departamento;Jesús María;4;3;3;360;3000;1705;763
Almacén;San Juan de Miraflores;0;4;0;250;4000;;
Local comercial;Pachacámac;0;0;0;6;2568;;
Casa en condominio;Ate;5;3;4;350;12000;850;
Departamento;Ate;4;2;1;148;2500;1900;238
Casa;Jesús María;7;6;4;587;8000;;
Tienda/Salón;Comas;0;0;0;250;5000;;1046
Almacén;Barranco;0;5;0;2546;12000;;3000
Departamento;San Miguel;2;1;0;73;1800;715;
Departamento;Jesús María;2;2;1;100;2100;570;
Local comercial;San Martín de Porres;0;1;0;29;1200;800;85
Departamento;Jesús María;2;1;1;66;1950;790;108
Departamento;Punta Hermosa;4;2;1;200;15000;3700;624
Departamento;Jesús María;2;1;1;70;1500;950;115
Departamento;San Miguel;1;0;0;50;1400;;
Departamento;Ate;4;3;3;250;9990;880;2500
Casa;Lince;2;2;0;60;1000;;
Departamento;Lince;2;1;0;48;700;300;
Tienda/Salón;Bellavista;0;1;0;170;3500;;102
Departamento;San Borja;1;0;0;30;1300;610;60
Almacén;Punta Negra;0;6;0;1700;15000;;25000
Departamento;Chorrillos;2;0;0;65;1890;590;76
Departamento;Chorrillos;1;0;1;52;2000;450;
Departamento;Jesús María;2;2;1;70;1500;1119;150
Departamento;Comas;1;0;0;40;2500;551;26
Local comercial;Pachacámac;0;0;0;596;38000;15000;
Tienda/Salón;San Miguel;0;0;0;20;1200;170;80
Edificio completo;Chorrillos;0;2;0;1200;80000;;
Local comercial;San Borja;0;0;0;109;2950;850;650
Tienda/Salón;Ate;0;0;0;120;9900;1645;1345
Local comercial;Ate;0;1;0;67;3500;1600;4000
Departamento;Rímac;2;1;2;150;8000;1136;519
Departamento;La Molina;1;0;0;60;1050;;
Departamento;Ate;4;3;2;420;8000;2700;
Edificio completo;Punta Negra;0;0;0;941;18000;;2600
Local comercial;Pachacámac;0;0;0;281;8500;4813;1162
Departamento;Ate;3;1;1;165;4000;2050;480
Departamento;Comas;3;2;1;230;10000;3500;1400
Local comercial;Pachacámac;0;39;0;3422;188210;66318;9513
Local comercial;Jesús María;0;1;0;28;900;460;1
Departamento;San Borja;1;0;0;28;950;647;56
Almacén;Jesús María;0;0;0;220;3000;;
Departamento;Jesús María;2;1;1;63;1600;755;1010
Tienda/Salón;Lince;0;1;0;33;4000;1271;589
Departamento;Rímac;3;1;1;105;5000;1750;290
Local comercial;Pachacámac;0;1;0;391;25415;12121;1321
Local comercial;Ate;0;2;0;48;2200;1100;224
Local comercial;Ate;0;99;0;4141;414100;;
Departamento;Mi Perú;1;0;0;40;900;;
Local comercial;Ate;0;8;0;256;14750;10100;
Departamento;Rímac;4;2;1;170;6500;4300;680
Departamento;San Luis;1;0;0;45;1350;399;20
Departamento;Ate;4;3;4;314;10000;3451;834
Departamento;San Borja;3;0;1;97;3300;707;883
Departamento;San Miguel;1;0;0;50;1500;380;
Local comercial;Pachacámac;0;0;0;195;7000;2700;1002
Tienda en Centro Comercial;Ate;0;1;0;32;3000;1400;695
Departamento;Rímac;1;1;0;55;4250;1600;
Departamento;San Borja;3;1;0;135;3350;1150;337
Departamento;Punta Hermosa;4;4;4;570;14999;7000;5000
Departamento;San Borja;2;1;0;60;2500;795;110
Departamento;San Bartolo;2;2;1;181;8000;1800;674
Local comercial;Comas;0;4;0;323;29000;8090;44486
Local comercial;San Miguel;0;1;0;28;950;500;
Casa comercial;Pueblo Libre;0;1;0;500;26000;;2550
Local comercial;Pachacámac;0;0;0;16;8914;;
Local comercial;Pachacámac;0;0;0;50;950;400;200
Departamento;San Martín de Porres;2;0;0;53;890;280;
Local comercial;La Punta;0;2;0;44;1800;800;
Almacén;Punta Negra;0;0;0;2600;25000;;2400
Departamento;Lima;2;0;0;70;1300;;
Flat;Comas;2;1;0;72;4500;2050;360
Local comercial;Jesús María;0;2;0;50;1500;450;
Departamento;Ventanilla;2;0;0;80;1400;498;20
Departamento;Ate;4;2;2;146;4900;2000;3500
Departamento;Ate;2;1;0;60;1500;705;100
Departamento;Comas;2;0;1;75;5200;476;120
Almacén;Lima;0;0;0;5400;35000;;1600
Departamento;Lince;2;1;0;54;800;300;
Departamento;Villa El Salvador;2;0;0;83;2300;660;
Departamento;Ate;4;2;1;300;7000;3200;1100
Local comercial;Pachacámac;0;0;0;95;4000;2080;626
Local comercial;Ate;0;2;0;70;3000;1135;269
Departamento;Comas;3;3;2;270;18000;2200;833
Departamento;San Borja;1;0;1;40;2200;670;82
Departamento;Pachacámac;2;1;0;64;1800;373;61
Departamento;San Miguel;3;2;1;136;3400;1300;252
Departamento;La Punta;3;0;0;110;1800;620;125
Departamento;Punta Hermosa;4;2;1;327;7500;1800;6444
Departamento;Villa María del Triunfo;3;0;1;79;1600;500;900
Departamento;San Borja;3;0;0;110;3300;914;
Casa en condominio;Rímac;4;3;4;600;15000;3250;2300
Departamento;Lurigancho;2;1;1;74;2700;1770;252
Edificio completo;Chorrillos;0;0;0;865;60000;;5611
Departamento;San Borja;1;0;0;27;1400;450;
Tienda/Salón;Ate;0;1;0;46;2000;;223
Departamento;Ate;2;2;2;200;9009;1700;530
Local comercial;Pachacámac;0;0;0;254;9900;8300;1421
Casa;Mi Perú;1;0;0;35;1000;;
Departamento;Rímac;5;1;2;400;12500;4400;675
Local comercial;Ate;0;1;0;40;850;900;130
Habitación;San Borja;0;0;0;36;100;;
Local comercial;Pachacámac;0;0;0;10;7148;;
Departamento;San Miguel;3;0;1;118;2500;840;
Edificio completo;Chaclacayo;0;4;0;1215;23000;;2600
Departamento;Ate;4;2;1;105;2800;1050;2200
Local comercial;Jesús María;0;1;0;35;1400;480;236
Departamento;Rímac;4;2;2;207;15500;3600;676
Tienda/Salón;Jesús María;0;0;0;53;6500;728;349
Departamento;Jesús María;3;2;1;127;2500;1100;
Almacén;Chaclacayo;0;0;0;1100;10000;;618
Tienda/Salón;Comas;0;1;0;28;2500;1595;
Departamento;Comas;3;2;1;230;10000;3680;900
Departamento;Punta Hermosa;3;2;1;114;2200;1373;
Local comercial;Callao;0;2;0;55;1500;850;112
Departamento;Los Olivos;2;0;0;57;1000;;
Local comercial;Pachacámac;0;0;0;63;2300;1680;240
Departamento;Chaclacayo;2;0;0;66;1600;330;46
Habitación;Mi Perú;1;0;0;20;450;;
Departamento;San Luis;2;1;0;49;1000;400;
Tienda/Salón;El Agustino;0;0;0;20;600;;
Local comercial;Jesús María;0;1;0;24;1300;347;110
Departamento;Punta Hermosa;4;2;1;327;6200;1850;6444
Flat;Comas;2;2;2;90;4300;2000;1
Local comercial;Pachacámac;0;0;0;85;2000;1268;321
Local comercial;Ate;0;1;0;27;1000;645;
Departamento;Ate;1;0;0;40;850;;
Departamento;Comas;2;1;2;120;15000;3500;500
Local comercial;Chorrillos;0;0;0;160;6000;2825;845
Tienda/Salón;Pachacámac;0;0;0;165;5000;;185
Local comercial;Rímac;0;5;0;300;60000;2400;6943
Local comercial;San Bartolo;0;1;0;80;800;1500;101
Departamento;San Borja;3;0;0;140;3600;1298;280
Local comercial;San Luis;0;1;0;29;870;650;560
Departamento;Carabayllo;1;1;1;55;2500;830;175
Departamento;Los Olivos;2;1;1;70;1600;500;
Habitación;Santiago de Surco;1;0;0;40;2100;300;200
Flat;San Borja;1;1;0;60;3000;1295;150
Tienda/Salón;Jesús María;0;1;0;225;30000;;
Departamento;Villa El Salvador;1;0;0;38;1700;400;
Casa en condominio;Jesús María;4;3;4;380;6000;500;
Departamento;Ventanilla;2;0;0;59;1100;747;
Departamento;Ate;3;2;2;207;5500;2570;72
Departamento;Jesús María;2;2;0;100;1500;1140;
Departamento;San Borja;3;1;0;137;2100;905;207
Tienda/Salón;La Punta;0;1;0;56;750;460;56
Departamento;Villa El Salvador;4;1;2;210;5400;1746;386
Local comercial;Ate;0;1;0;30;1300;345;
Departamento;Ate;3;2;1;90;2500;1770;3080
Departamento;San Borja;1;0;0;51;2000;787;120
Tienda/Salón;San Borja;0;0;0;100;12000;60;757
Tienda/Salón;Pachacámac;0;0;0;200;18000;;
Departamento;Rímac;2;0;0;80;3600;1200;120
Local comercial;Pachacámac;0;0;0;35;450;394;133
Casa;San Miguel;6;4;2;550;18500;;
Departamento;Punta Hermosa;4;3;2;280;11500;3800;14500
Local comercial;Ate;0;1;0;42;2000;900;
Departamento;Ate;2;2;2;80;3000;1500;39
Departamento;Lince;3;1;0;65;900;;
Departamento;San Borja;3;0;1;130;2500;1044;290
Departamento;Ate;1;1;0;50;2300;1640;292
Local comercial;Ate;0;0;0;232;8000;6800;
Flat;Ate;1;1;0;51;5500;1250;250
Local comercial;San Miguel;0;0;0;26;1200;550;72
Departamento;Ventanilla;2;1;0;66;1500;200;
Departamento;Punta Hermosa;3;3;3;400;13000;9750;23000
Departamento;Jesús María;3;2;1;128;4500;1008;290
Departamento;Punta Hermosa;4;2;2;340;8500;3716;458
Departamento;Rímac;2;1;0;80;4500;1200;180
Departamento;La Punta;2;1;1;69;1400;360;41
Local comercial;Pachacámac;0;0;0;54;1000;1274;137
Local comercial;Lurigancho;0;1;0;30;2500;750;110
Departamento;Punta Hermosa;1;0;0;32;1500;428;29
Departamento;Pueblo Libre;4;1;2;250;11000;2900;
Departamento;Ate;2;1;2;63;2400;1219;
Local comercial;Pachacámac;0;30;0;4940;612550;128440;
Departamento;Comas;1;0;0;55;850;;
Departamento;Ate;2;1;1;78;900;1200;156
Departamento;Rímac;3;1;1;158;10000;2400;
Local comercial;San Borja;0;0;0;28;800;700;
Departamento;San Miguel;2;0;0;60;1800;442;20
Local comercial;Pachacámac;0;0;0;201;6300;4864;1141
Habitación;Lince;1;0;0;20;300;15;7
Casa;Jesús María;4;2;2;353;9000;;
Departamento;San Borja;3;1;1;120;4500;1450;150
Departamento;Comas;4;4;3;300;18900;3800;1400
Departamento;Santa Anita;2;1;0;73;1400;330;35
Departamento;Rímac;4;2;3;325;12000;3336;1250
Local comercial;Pachacámac;0;0;0;380;10000;4000;1680
Departamento;Ate;2;1;2;90;2200;1130;
Local comercial;San Borja;0;0;0;70;1600;1067;253
Casa en condominio;San Luis;4;2;1;150;2500;250;1400
Departamento;San Borja;1;1;0;48;2200;1250;146
Departamento;Breña;2;1;1;72;3000;1650;232
Departamento;Ate;2;1;1;68;1400;820;
